Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Latitude,Longitude,Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Emergency Level,Equipment or component involved,Repair type,Repair date,Equipment or component has never been inspected,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type
Fire,3/1/2020,Claresholm,Alberta,NOVA Gas Transmission Ltd.,49.97579813,-114.1312275,Not Applicable,Not Applicable,No,2020,2020/03/01 09:45:00 AM Mountain,2020/03/01 09:45:00 AM Mountain,"Substandard Acts, Improper placement;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to check or monitor;Substandard Conditions, Inadequate preparation or planning","External Interference, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks;Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications","Inadequate Supervision, Tools and Equipment",Construction,Employee / Contractor (Onsite),9/28/2020,Yes,No,Fire,,,,No,,Equipment & Electrical,,,,,Canada,Yes,No,No,No,Not Emergency,"Pipeline, Pipe, Body",,,No,,No,No,,
Explosion,3/4/2020,"Alameda, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,49.324794,-102.29746,Not Applicable,Not Applicable,No,2020,2020/03/04 09:30:00 AM Mountain,2020/03/04 09:30:00 AM Mountain,"Substandard Acts, Improper position for task",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate communication of standards, Publication",Standards and Procedures,Operation,Other Control System,7/14/2020,Yes,No,Explosion,,,,No,Battery Explosion,,,,,,Canada,Yes,No,No,No,Not Emergency,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,No,Visual,Yes,No,2/20/2020,Testing of Functionality
Fire,3/6/2020,Edmonton,Alberta,Trans Mountain Pipeline ULC,53.54290845,-113.3644501,Not Applicable,Not Applicable,No,2020,2020/03/06 09:55:00 AM Mountain,2020/03/06 09:55:00 AM Mountain,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate tools and equipment, Inadequate adjustment or repair or maintenance",Tools and Equipment,Construction,Employee / Contractor (Onsite),4/23/2020,No,No,Fire,,,,No,,Equipment & Electrical,,,,,Canada,No,No,No,No,Not Emergency,,,,No,,No,No,,
Operation Beyond Design Limits,3/9/2020,Dorion,Ontario,TransCanada PipeLines Limited,48.798,-88.53562,Not Applicable,Not Applicable,No,2020,,2020/03/09 03:30:00 PM Eastern,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Operation,Employee / Contractor (Onsite),6/22/2020,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,Canada,No,No,Yes,No,Not Emergency,"Pipeline, Pipe, Body",,,No,Visual,Yes,Yes,,
Fire,3/23/2020,Conklin,Alberta,NOVA Gas Transmission Ltd.,55.688457,-111.442978,Not Applicable,Not Applicable,No,2020,2020/03/22 10:30:00 AM Mountain,2020/03/22 11:00:00 AM Mountain,"Damage or deterioration mechanism, Structural Degradation, Overheating;Substandard Conditions, Defective tools, equipment or materials","Defect and Deterioration, External Interference","Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,Maintenance,Employee / Contractor (Onsite),11/16/2020,No,No,Fire,,,,No,,Equipment & Electrical,,,,,Canada,No,Yes,No,No,Not Emergency,,,,No,,No,No,,
Fire,3/30/2020,Ft. St. John ,British Columbia,NOVA Gas Transmission Ltd.,56.96144805,-122.0762842,Not Applicable,Not Applicable,No,2020,2020/03/30 11:45:00 AM Mountain,2020/03/30 11:45:00 AM Mountain,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to react or correct",Incorrect Operation,"Personal factors, Lack of knowledge, Inadequate initial training",Human Factors,Construction,Employee / Contractor (Onsite),8/10/2020,Yes,No,Fire,,,,No,,Equipment & Electrical,,,,,Canada,Yes,No,No,No,Not Emergency,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,No,,No,No,,
Release of Substance,4/10/2020,Edson,Alberta,NOVA Gas Transmission Ltd.,53.77239,-116.91948,Natural Gas - Sweet,Gas,No,2020,,2020/04/09 10:30:00 AM Mountain,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications",Tools and Equipment,Operation,Employee / Contractor (Onsite),3/1/2021,Yes,No,Release of Substance,Natural Gas - Sweet,9100,No,No,,,,,,,Canada,Yes,No,No,No,Not Emergency,"Station/Facility, Pigging, Receiving, Fitting, Nipple, Thread",,,Yes,,No,Yes,,
Release of Substance,4/23/2020,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,54.48310727,-118.0999325,Natural Gas - Sweet,Gas,Yes,2020,,2020/04/23 08:00:00 AM Mountain,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate planning of use",Maintenance,Operation,Employee / Contractor (Onsite),7/31/2020,Yes,No,Release of Substance,Natural Gas - Sweet,129636.35,No,No,,,,,,,Canada,Yes,No,No,No,Not Emergency,"Station/Facility, Compression, Fitting, Swage, Thread;Station/Facility, Compression, Instrumentation and controls",,,No,Visual,Yes,Yes,,
Operation Beyond Design Limits,4/24/2020,Two Hills,Alberta,NOVA Gas Transmission Ltd.,53.76999,-111.9527,Not Applicable,Not Applicable,No,2020,,2020/04/23 01:00:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Substandard Conditions, Weather Related, Heavy rains or floods","External Interference, Natural Force Damage","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Operation,Employee / Contractor (Onsite),10/13/2020,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,Canada,No,No,Yes,No,Not Emergency,"Pipeline, Pipe, Body",,,No,Visual,Yes,Yes,,
Operation Beyond Design Limits,4/25/2020,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.65598377,-121.712754,Not Applicable,Not Applicable,No,2020,,2020/04/25 09:16:00 AM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces;External Interference, Third Party Actions",Natural or Environmental Forces,Operation,Scheduled Patrol,10/13/2020,Yes,No,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",,,,No,,,,,,,Canada,No,No,Yes,No,Not Emergency,"Pipeline, Pipe, Body",,,No,Visual,Yes,Yes,,
Release of Substance,4/26/2020,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,56.7054,-111.403,Natural Gas - Sweet,Gas,Yes,2020,,2020/04/26 08:34:00 AM Mountain,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking;Damage or deterioration mechanism, Geotechnical Failure, Soil Subsidence/Slope Movement;Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments","Corrosion and Cracking, Natural Force Damage","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate work standards, Inadequate development of standards, Inventory and evaluation of exposures and needs;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Engineering and Planning, Maintenance, Standards and Procedures",Operation,Public,,Yes,No,Release of Substance,Natural Gas - Sweet,11457864.96,Yes,Yes,,,,,,,Canada,No,No,Yes,No,Not Emergency,"Pipeline, Pipe, Body",,,No,Visual,Yes,No,11/1/2019,
Release of Substance,4/30/2020,Herschel,Saskatchewan,Enbridge Pipelines Inc.,51.64917,-108.21167,Crude Oil - Sweet,Liquid,Yes,2020,2020/04/30 07:55:00 AM Central,2020/04/30 07:55:00 AM Central,"Substandard Acts, Failure to check or monitor;Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate instructions or procedures","External Interference, Incorrect Operation","Personal factors, Mental or psychological stress, Preoccupation with problems;Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Engineering and Planning, Human Factors, Maintenance, Standards and Procedures",Operation,Employee / Contractor (Onsite),3/1/2021,Yes,No,Release of Substance,Crude Oil - Sweet,50,No,Yes,,,,,,,Canada,Yes,Yes,No,No,Not Emergency,"Station/Facility, Pumping, Auxiliary device(s) (please explain)",,,No,Visual,Yes,Yes,,
Fire,5/1/2020,Sherwood Park ,Alberta,Trans Mountain Pipeline ULC,53.542879,-113.364282,Not Applicable,Not Applicable,No,2020,2020/05/01 12:00:00 PM Mountain,2020/05/01 12:00:00 PM Mountain,"Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Fire and explosion hazards","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks","Engineering and Planning, Human Factors, Tools and Equipment",Maintenance,Employee / Contractor (Onsite),10/16/2020,No,No,Fire,,,,No,,Welding or Cutting,,,,,Canada,No,No,No,No,Not Emergency,,,,No,,No,No,,
Operation Beyond Design Limits,5/5/2020,Wabasca,Alberta,NOVA Gas Transmission Ltd.,56.514333,-113.68003,Not Applicable,Not Applicable,No,2020,,2020/02/18 10:00:00 AM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Construction or Undermining;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Conditions, Inadequate communications hardware or software or process","External Interference, Incorrect Operation","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate work standards, Inadequate monitoring of compliance ;Job or system factors, Inadequate communications, Inadequate communication between work groups ","Engineering and Planning, Failure in communication, Standards and Procedures",Operation,Other Control System,2/1/2021,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,Canada,Yes,No,Yes,No,Not Emergency,"Pipeline, Fitting, Elbow, Body",,,No,,No,No,,
Operation Beyond Design Limits,5/19/2020,"Bowker, Ontario",Ontario,TransCanada PipeLines Limited,48.72211,-88.588886,Not Applicable,Not Applicable,No,2020,,2020/05/19 01:00:00 PM Central,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion",Natural Force Damage,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Operation,Employee / Contractor (Onsite),10/13/2020,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,Canada,No,No,Yes,No,Not Emergency,"Pipeline, Pipe, Body",,,No,Visual,Yes,Yes,,
Release of Substance,5/24/2020,Longview ,Alberta,NOVA Gas Transmission Ltd.,50.38248,-114.226414,Natural Gas - Sweet,Gas,No,2020,2020/05/23 04:27:00 PM Mountain,2020/05/23 04:27:00 PM Mountain,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications",Tools and Equipment,Operation,Employee / Contractor (Onsite),3/1/2021,Yes,No,Release of Substance,Natural Gas - Sweet,86,No,No,,,,,,,Canada,Yes,No,No,No,Not Emergency,"Station/Facility, Pigging, Receiving, Fitting, Nipple, Thread",,,Yes,,No,Yes,,
Fire,5/27/2020,Burnaby,British Columbia,Trans Mountain Pipeline ULC,49.26848937,-122.931342,Not Applicable,Not Applicable,No,2020,2020/05/27 03:00:00 AM Pacific,2020/05/27 03:00:00 AM Pacific,"Damage or deterioration mechanism, External Interference, Company Contractor;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to communicate or coordinate;Substandard Conditions, Poor housekeeping or disorder","External Interference, Incorrect Operation","Job or system factors, Inadequate communications, Inadequate communication between shifts;Job or system factors, Inadequate communications, Inadequate communication of safety and health data, regulations or guidelines ;External Interference, Third Party Actions",Failure in communication,Construction,Employee / Contractor (Onsite),9/10/2020,No,No,Fire,,,,No,,Housekeeping,,,,,Canada,No,Yes,No,No,Not Emergency,,,,No,,No,No,,
Fire,5/29/2020,Burnaby ,British Columbia,Trans Mountain Pipeline ULC,49.29079839,-122.9502759,Not Applicable,Not Applicable,No,2020,2020/05/29 04:15:00 PM Pacific,2020/05/29 04:15:00 PM Pacific,"Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Fire and explosion hazards","External Interference, Incorrect Operation","Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks;External Interference, Third Party Actions",Tools and Equipment,Construction,Employee / Contractor (Onsite),9/10/2020,No,No,Fire,,,,No,,Housekeeping,,,,,Canada,No,Yes,No,No,Not Emergency,,,,No,,No,No,,
Operation Beyond Design Limits,6/5/2020,North York,Ontario,Trans-Northern Pipelines Inc.,43.776405,-79.370181,Not Applicable,Not Applicable,No,2020,,2020/06/04 01:30:00 PM Eastern,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Damage or deterioration mechanism, Geotechnical Failure, Scouring;Substandard Conditions, Inadequate guards or barriers","External Interference, Natural Force Damage","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,Operation,Employee / Contractor (Onsite),10/5/2020,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,Canada,No,No,Yes,No,Not Emergency,"Pipeline, Pipe, Body",,,No,,No,No,,
Explosion,6/6/2020,Baytree,Alberta,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.821969,-119.751665,Not Applicable,Not Applicable,No,2020,2020/06/06 09:53:00 AM Pacific,2020/06/06 09:58:00 AM Pacific,"Damage or deterioration mechanism, Other Causes, Control System Malfunction;Substandard Conditions, Defective tools, equipment or materials","Equipment Failure, External Interference","Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,Operation,SCADA,11/20/2020,Yes,No,Explosion,,,,No,Equipment & Electrical,,,,,,Canada,Yes,No,No,No,Not Emergency,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,No,Visual,Yes,No,10/24/2019,Testing of Functionality
Fire,6/6/2020,Midale,Saskatchewan,Kingston Midstream Limited,49.450559,-103.336958,Not Applicable,Not Applicable,No,2020,2020/06/06 07:30:00 PM Mountain,2020/06/06 07:20:00 PM Mountain,"Substandard Conditions, Weather Related, High winds;Substandard Conditions, Fire and explosion hazards",External Interference,"Job or system factors, Inadequate engineering, Inadequate or improper controls;Job or system factors, Excessive wear and tear, Inadequate maintenance;Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Engineering and Planning, Maintenance, Standards and Procedures",Operation,Employee / Contractor (Onsite),9/11/2020,Yes,No,Fire,,,,No,,Under Investigation or Unknown,,,,,Canada,Yes,No,No,No,Not Emergency,"Station/Facility, Compression, Auxiliary device(s) (please explain)",,,No,,No,No,,
Release of Substance,6/13/2020,Abbotsford,British Columbia,Trans Mountain Pipeline ULC,49.06567935,-122.1597143,Crude Oil - Sweet,Liquid,No,2020,2020/06/12 10:32:00 PM Pacific,2020/06/12 10:34:00 PM Pacific,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)","Defect and Deterioration, Equipment Failure","Personal factors, Lack of knowledge, Lack of experience;Personal factors, Lack of knowledge, Inadequate initial training;Job or system factors, Inadequate engineering, Inadequate or improper controls;Job or system factors, Inadequate purchasing, Inadequate contractor selection;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Engineering and Planning, Human Factors, Inadequate Procurement, Standards and Procedures",Operation,SCADA,4/22/2022,Yes,No,Release of Substance,Crude Oil - Sweet,190,No,Yes,,,,,,,Canada,Yes,No,No,No,Not Emergency,"Station/Facility, Pumping, Instrumentation and controls",Replacement,,No,Visual,Yes,Yes,,
